state,county,01-22,01-25,01-28,01-31,02-03,02-06,02-09,02-12,02-15,02-18,02-21,02-24,02-27,03-01,03-04,03-07,03-10,03-13,03-16,03-19,03-22,03-25,03-28,03-31,04-03,04-06,04-09
Georgia,Henry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,13,30,36,57,38,52
Michigan,Kent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,9,15,17,55,28,41,56
Colorado,Unknown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,149,-38,29,118,-43
Louisiana,Terrebonne,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,3,11,14,62,80,51
Maryland,Frederick,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,15,11,21,84,95
Oklahoma,Cleveland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,14,19,19,65,50,51
Florida,Seminole,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,13,36,35,60,32,34
Nebraska,Douglas,,0,0,0,0,0,0,0,0,10,1,1,1,0,0,1,3,9,6,5,9,8,20,39,25,35,52
Texas,El Paso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,6,23,15,28,47,100
Michigan,Ingham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,7,14,59,61,26,44
Ohio,Summit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,17,20,36,52,34,24,32
Arkansas,Pulaski,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,34,27,13,11,34,34,50
Virginia,Virginia Beach city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,13,6,12,30,63,50,41
Georgia,Lee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,12,9,14,51,33,25,69
Colorado,Boulder,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,26,14,33,23,36,46,28
Iowa,Linn,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,29,54,28,58,39
Washington,Benton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,46,45,35,39,40
Delaware,Kent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,11,9,20,74,86
Texas,Lubbock,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,19,46,40,63,34
Arizona,Coconino,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,8,33,25,45,41,43
Texas,Montgomery,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,10,24,34,38,42,49
Louisiana,Calcasieu,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,17,37,54,40,50
Alabama,Lee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,6,24,16,19,24,19,88
Connecticut,Middlesex,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,13,28,35,44,70
Michigan,Saginaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,10,32,39,49,66
Maryland,Carroll,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,78,11,35,21,53
Tennessee,Rutherford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,11,27,11,70,34,42
Massachusetts,Unknown,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,21,125,199,-23,-122,33,-43
Georgia,Bartow,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,18,29,26,35,20,22,23,21
Mississippi,Hinds,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,18,20,32,49,19,45
Florida,Sarasota,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,11,15,18,26,48,35,42
Texas,Brazoria,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,5,33,43,28,28,48
Illinois,McHenry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,6,7,28,16,39,42,54
Georgia,Carroll,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,14,59,24,16,32
Washington,Clark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,6,6,66,34,21,31,26
Georgia,Sumter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,8,22,32,23,104
Florida,Escambia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13,11,66,19,28,51
Louisiana,St. James,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,34,29,39,51,24
New Jersey,Atlantic,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,8,14,44,57,59
Pennsylvania,Westmoreland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,11,25,20,49,47,33
Pennsylvania,Lebanon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,12,13,26,70,63
California,Tulare,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,6,11,16,36,54,52
Louisiana,Iberville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,7,14,46,55,51
Wisconsin,Waukesha,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,18,12,30,29,32,27,24
South Carolina,Beaufort,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,12,13,52,40,32,21
Alabama,Shelby,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,25,30,14,29,35,33
Michigan,Livingston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,25,39,41,22,38
Maryland,Charles,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,13,19,50,39,51
Pennsylvania,Dauphin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,13,22,34,53,48
Florida,Manatee,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,4,4,13,6,21,51,41,34
Florida,Volusia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,5,14,16,36,45,28,26
Washington,Skagit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,11,16,29,34,4,59,6,12
Alabama,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,19,27,38,23,18,36
Massachusetts,Hampshire,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,19,39,45,33,30
Missouri,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,26,34,43,29,28
New Mexico,Sandoval,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,7,14,37,48,60
Kentucky,Fayette,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,7,10,36,46,18,29,21
Colorado,Larimer,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,27,13,34,20,35,24,16
California,Fresno,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,6,9,24,25,32,24,49
New York,Saratoga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,9,27,23,32,12,24,21,19
Iowa,Johnson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,7,10,11,18,12,10,35,53
Louisiana,Bossier,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,20,20,18,32,44,32
Utah,Davis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,11,16,24,25,38,32,16
South Carolina,Kershaw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,8,12,15,19,14,28,31,16,18
New York,Schenectady,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,18,16,17,13,16,37,29
Georgia,Cherokee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,9,5,18,18,24,36,27,26
Michigan,Monroe,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,12,16,15,46,22,48
Florida,St. Johns,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,12,12,22,29,40,28,16
Pennsylvania,Pike,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,6,18,21,35,42,38
Texas,Webb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,17,12,28,45,53
Michigan,St. Clair,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,6,16,34,44,52
Kansas,Sedgwick,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,22,25,27,39,37
Alabama,Chambers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,7,19,45,15,65
South Carolina,Lexington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,6,12,24,24,46,37
New York,Oneida,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,17,28,32,58
Virginia,Chesterfield,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,3,1,31,46,19,50
Tennessee,Knox,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,15,13,33,32,21,38
Ohio,Montgomery,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,6,17,20,52,47
Illinois,Kankakee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,21,20,21,22,66
California,Marin,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,21,13,15,21,28,29,12,11
Florida,Alachua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,24,11,22,19,23,23,21
Rhode Island,Kent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,33,19,33,60
Washington,Island,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,4,17,54,14,16,20,9
Indiana,St. Joseph,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,11,12,18,23,40,38
Mississippi,DeSoto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,18,29,19,27,25,14
Pennsylvania,Schuylkill,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,22,25,40,46
Virginia,Alexandria city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,11,10,26,37,56
Louisiana,Rapides,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,21,23,29,38
New York,Niagara,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,21,9,49,39,16
Indiana,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,26,29,34,45
Connecticut,Tolland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,13,10,19,23,24,42
Illinois,St. Clair,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,11,25,14,35,52
Ohio,Lorain,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,18,28,17,13,22,23
Florida,Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,16,16,28,22,19,33
Iowa,Polk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,10,20,36,24,25,15
South Carolina,Spartanburg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,12,16,23,28,51
Florida,Pasco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,6,7,16,6,37,37,25
Connecticut,New London,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,8,13,25,74
Texas,Hidalgo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,20,41,20,40
Idaho,Canyon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,31,36,15,35
Florida,St. Lucie,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,16,22,47,30
Arizona,Pinal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,6,7,18,21,15,30,30
California,Sonoma,,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,3,0,28,11,35,15,15,21
Wisconsin,Kenosha,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,10,13,44,23,31
Georgia,Douglas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,17,16,27,27,29
Maine,York,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,15,21,30,19,24
Ohio,Trumbull,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,18,23,22,30,30
Michigan,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,8,27,22,34,28
Georgia,Chatham,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,17,33,45,21
Pennsylvania,Beaver,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,15,30,13,31,33
Louisiana,Plaquemines,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,10,18,38,25,29
Montana,Gallatin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,14,33,17,27,17,10
Massachusetts,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,25,22,28,18,21
Louisiana,St. Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,19,37,21,37
Virginia,Richmond city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,7,6,50,29,21
South Carolina,Sumter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,15,36,15,36
Texas,Cameron,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,7,13,29,32,39
New Mexico,San Juan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,14,18,33,43
North Carolina,Guilford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,12,18,27,25,21
Virginia,James City,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,18,9,24,24,15,14,5
Washington,Kitsap,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,5,8,7,22,14,32,16,12
Tennessee,Wilson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,10,12,39,26,26
Mississippi,Jackson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,21,7,35,23,24
Minnesota,Ramsey,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,6,9,15,14,15,25,25
California,Placer,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,1,3,18,14,23,30,9,14
South Carolina,York,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,13,25,17,22,25
Ohio,Stark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,3,12,20,34,30,11
California,Solano,,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,3,0,4,17,3,15,24,15,27
Louisiana,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,18,29,35,27
Georgia,Mitchell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,19,12,13,59
Georgia,Muscogee,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,11,12,16,71
Ohio,Portage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,19,27,29,22
Minnesota,Olmsted,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,7,16,16,23,20,18
Texas,Brazos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,20,10,26,22,20
Pennsylvania,Butler,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,29,19,15,16,22
New Jersey,Cumberland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,7,18,28,47
Florida,Brevard,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,15,10,25,30,19
Florida,Clay,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,9,10,15,28,12,29
Ohio,Miami,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,19,14,12,26,20
Georgia,Forsyth,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,12,25,14,24,24
Alaska,Anchorage,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,22,26,11,8,15,21
Oregon,Clackamas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,9,15,14,16,24,19
New Jersey,Cape May,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,8,29,41,24
Florida,Martin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,19,2,14,43,24
Ohio,Butler,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,9,1,7,11,13,26,33
Georgia,Houston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,17,28,12,38
Louisiana,Iberia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,27,42,5,25
Indiana,Decatur,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,17,23,20,17
Ohio,Lake,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,16,14,22,21,19
South Carolina,Horry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,8,9,14,25,30
North Carolina,Forsyth,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,5,7,18,21,31,11
New York,Broome,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,12,15,8,30,29
New York,Tompkins,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,3,29,21,21,11,7
Indiana,Allen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,13,22,29,18
Georgia,Early,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,10,16,29,20,24
California,San Luis Obispo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,19,21,13,13,2,9
California,Stanislaus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,17,10,19,23,22
Texas,Williamson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,13,12,8,29,10,22
Louisiana,Livingston,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,11,17,39,24
Maryland,Harford,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,16,4,16,14,46
Washington,Grant,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,10,8,18,18,15,13,11
Louisiana,De Soto,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,13,9,16,36,19
Virginia,Chesapeake city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,16,27,27,24
Indiana,Hancock,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,11,7,15,31,28
Florida,Sumter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,13,22,11,17,13,19
Georgia,Floyd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,5,13,23,29,10,11
Rhode Island,Washington,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,5,19,47
Mississippi,Lauderdale,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,15,20,29
Colorado,Gunnison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,9,30,26,4,6,7,4
Georgia,Terrell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,30,10,16,32
Ohio,Medina,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,12,15,18,17,11,15
North Carolina,Orange,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,8,9,23,31
Missouri,Jefferson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,13,32,19,17
Tennessee,Hamilton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,20,13,19,16,15
South Carolina,Anderson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,9,5,15,23,10,24
Florida,Santa Rosa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,8,28,4,16,32
Mississippi,Harrison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,13,7,24,10,17
Indiana,Clark,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12,15,22,16,25
Georgia,Randolph,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,6,15,69
Louisiana,Assumption,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,12,13,44,17
Indiana,Porter,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,24,34,14
Georgia,Fayette,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,1,3,14,22,13,13,19
Washington,Franklin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,17,12,19,29
North Carolina,Union,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,12,18,15,18
Texas,Jefferson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,22,24,28
New York,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,22,36,15,-1
Arkansas,Jefferson,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,2,2,3,15,13,15,23
Louisiana,St. Landry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,21,37,-16,38
Alabama,Montgomery,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,5,13,30,10,19
Louisiana,St. Mary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,15,25,26,16
Georgia,Richmond,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,1,28,9,7,33
New York,Steuben,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,11,25,24,16
Louisiana,Acadia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,30,33,7,10
Illinois,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,6,15,21,37
Utah,Wasatch,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,20,14,19,10,9
Indiana,Floyd,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,8,16,21,30
Iowa,Scott,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,8,13,21,36
Mississippi,Madison,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,12,13,23,9,14
Pennsylvania,Cumberland,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,2,9,14,9,23,20
Georgia,Coweta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,10,21,15,20,11
Utah,Weber,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,4,19,12,22,15,9
Illinois,Kendall,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,8,18,18,31
Alabama,Tuscaloosa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,8,8,6,12,33,12
North Carolina,Cabarrus,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,11,24,9,20,10
Michigan,Clinton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,11,25,7,29
Mississippi,Rankin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,11,9,24,10,11
Georgia,Rockdale,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,7,28,22,15,3
Texas,Bell,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,10,10,8,15,17,16
Wisconsin,Racine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,9,10,15,16,27
Nebraska,Hall,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,18,28,29
New Mexico,McKinley,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,11,16,12,40
Ohio,Delaware,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,14,14,21,16,7
Virginia,Norfolk city,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,17,16,17,24
Indiana,Boone,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,14,16,26,20
North Carolina,Granville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,13,48,13
Pennsylvania,Carbon,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,17,25,24
Indiana,Bartholomew,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,6,10,31,29
North Dakota,Cass,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,13,15,19,18
Texas,Smith,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,4,13,5,21,9,20
